A,B,same_cat,period_ticks,concentration,amplitude,ratio_mean,r2_full,r2_d2,r2_d3,r2_d4,r2_min_day
PANEL_1X4,ROBOT_IRONING,False,10000.0,0.21903939823643642,0.029171497738312274,1.08129742232325,0.16720153961312434,0.44017305378947724,0.6499988732812536,0.8091803706025353,0.44017305378947724
PANEL_4X4,UV_VISOR_RED,False,10000.0,0.4172650753048873,0.025552840109517708,0.8950059723833598,0.17448718403625263,0.4395056928232549,0.5512638702537923,0.7725760332998399,0.4395056928232549
ROBOT_VACUUMING,UV_VISOR_YELLOW,False,10000.0,0.25863567955648203,0.00869512218754272,0.8395413356756499,0.012629006529188525,0.5940137849511963,0.43863568726286906,0.7161777875505617,0.43863568726286906
OXYGEN_SHAKE_EVENING_BREATH,UV_VISOR_YELLOW,False,10000.0,0.6714283289207227,0.03137350012133922,0.850535717556532,0.08174104517532932,0.7330899914827114,0.4379950620301275,0.4957407042386148,0.4379950620301275
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,True,10000.0,0.3097211106441154,0.035940803022688136,0.7830392511424955,0.18921007393703693,0.5825957559292951,0.4348886177162905,0.7174461674729001,0.4348886177162905
OXYGEN_SHAKE_EVENING_BREATH,SLEEP_POD_COTTON,False,10000.0,0.2800045333091716,0.02404511663563807,0.8088462711018092,0.10771329700006438,0.6797349076023855,0.6267884093688973,0.4333475484459475,0.4333475484459475
PANEL_2X2,TRANSLATOR_SPACE_GRAY,False,10000.0,0.38862333987292597,0.0265484183479768,1.0163241150948958,0.08643088705109714,0.6513619135922062,0.49103109637401354,0.43276925600510896,0.43276925600510896
MICROCHIP_SQUARE,PANEL_4X4,False,10000.0,0.4863747323760603,0.06138585412387757,1.3800662481276793,0.12282574729462559,0.43198626538079143,0.6954190889884635,0.5737248034663534,0.43198626538079143
MICROCHIP_SQUARE,OXYGEN_SHAKE_CHOCOLATE,False,10000.0,0.1795714782426636,0.06419892274072542,1.4254978069952753,0.0779527348559459,0.43040393111484143,0.546584596132919,0.5784013430595167,0.43040393111484143
PANEL_1X4,TRANSLATOR_SPACE_GRAY,False,10000.0,0.48904847267284246,0.01922611099207105,0.9979711011921792,0.025559983406505338,0.7211009345173476,0.7670593464614188,0.43013770073391877,0.43013770073391877
PANEL_4X4,SLEEP_POD_SUEDE,False,10000.0,0.3834926841785009,0.008512868507481862,0.8729046108663387,0.010214785068984211,0.4294555799242167,0.7463536848569556,0.6828302191008844,0.4294555799242167
PANEL_2X2,UV_VISOR_MAGENTA,False,10000.0,0.44089771760002444,0.02110597834421693,0.8656671882659673,0.11305678870476665,0.4740913361549628,0.6472631697301643,0.4278346260814112,0.4278346260814112
OXYGEN_SHAKE_EVENING_BREATH,PANEL_1X2,False,10000.0,0.4920047366101188,0.04593714665353796,1.0425392522349486,0.24062958512599386,0.425549747201987,0.6072477459047876,0.7868767888025036,0.425549747201987
OXYGEN_SHAKE_MINT,TRANSLATOR_GRAPHITE_MIST,False,10000.0,0.2749747073531771,0.04365339206736219,0.9791832000746244,0.17176084144146186,0.4736920383691068,0.4253443070274332,0.7994763748243936,0.4253443070274332
PANEL_1X2,SLEEP_POD_SUEDE,False,10000.0,0.3254465260415805,0.016926036268472246,0.7895065076253127,0.02138321033396995,0.46224904787513144,0.425200003731811,0.47149997651239495,0.425200003731811
SLEEP_POD_SUEDE,UV_VISOR_MAGENTA,False,6000.0,0.2309471896212128,0.024408385627658943,1.024980040749829,0.1886268150400594,0.4243307423257141,0.5122969056596616,0.6670856333970641,0.4243307423257141
GALAXY_SOUNDS_SOLAR_FLAMES,ROBOT_MOPPING,False,10000.0,0.47320829748207904,0.014691217717496607,1.005187347102384,0.018306853532379153,0.4237765525761904,0.8635383710443342,0.7451471834652027,0.4237765525761904
MICROCHIP_RECTANGLE,SLEEP_POD_LAMB_WOOL,False,10000.0,0.35351862280098556,0.019450445779449224,0.8169122290427544,0.08804120014629424,0.4231530397863139,0.6577994033831986,0.5308547051998603,0.4231530397863139
MICROCHIP_CIRCLE,ROBOT_MOPPING,False,10000.0,0.48462417364396315,0.011190494091031728,0.8341198114862376,0.013196271258487768,0.4224850215936802,0.6854494994057234,0.6759736028530949,0.4224850215936802
GALAXY_SOUNDS_PLANETARY_RINGS,UV_VISOR_YELLOW,False,7500.0,0.4357143800428021,0.04689281786847273,0.9847236527819786,0.25263090657985987,0.512873384045599,0.4216869932949898,0.5723124916049159,0.4216869932949898
MICROCHIP_OVAL,MICROCHIP_RECTANGLE,True,10000.0,0.22483074674110534,0.029831818651304295,0.9339199213880381,0.05298604888376268,0.6426905949484021,0.42162462549042,0.4852327545721463,0.42162462549042
PANEL_2X4,TRANSLATOR_ASTRO_BLACK,False,10000.0,0.4437691596142902,0.034512987863678936,1.2056929756044903,0.18920901380998134,0.5659606962606926,0.8364553833898714,0.41887279478530004,0.41887279478530004
PANEL_4X4,ROBOT_IRONING,False,10000.0,0.6051863431070827,0.019207444224284286,1.1446457742445508,0.027657102350797436,0.6568473640244736,0.6269927439530321,0.41683243063578246,0.41683243063578246
UV_VISOR_MAGENTA,UV_VISOR_YELLOW,True,10000.0,0.23972709950983795,0.005975651130812704,1.017099106089097,0.006683916757114217,0.6052692513997627,0.5112408944021132,0.41599085409481695,0.41599085409481695
MICROCHIP_CIRCLE,TRANSLATOR_ASTRO_BLACK,False,10000.0,0.42419873379585304,0.020754249442103696,0.9846475136168049,0.066497689993119,0.4138226084553246,0.6856364891592922,0.6344469016872045,0.4138226084553246
TRANSLATOR_SPACE_GRAY,UV_VISOR_RED,False,10000.0,0.3966230107421236,0.020699950612442196,0.8564438417427079,0.06802778680310473,0.6075509986981249,0.6552473054363492,0.41313052389656557,0.41313052389656557
PANEL_2X2,SLEEP_POD_COTTON,False,10000.0,0.5154289746302092,0.01848268446101914,0.8384866891497605,0.03866097180606387,0.41262051686582246,0.6321887747942707,0.7139604111328692,0.41262051686582246
ROBOT_LAUNDRY,UV_VISOR_YELLOW,False,10000.0,0.47793711612463824,0.019389659904596766,0.899002115458197,0.06755629610290426,0.7038672517883732,0.4119760470390672,0.7017785194316041,0.4119760470390672
PANEL_1X4,UV_VISOR_RED,False,10000.0,0.18962214865347546,0.03297664900448862,0.8541085432323249,0.1243825938162687,0.8271124581533532,0.6113158898653189,0.41040259991501693,0.41040259991501693
PANEL_4X4,ROBOT_LAUNDRY,False,10000.0,0.3780014352247773,0.04778253796130822,1.010822589857155,0.17665174543417528,0.4709291940151038,0.40922207369079355,0.6839965001125533,0.40922207369079355
GALAXY_SOUNDS_BLACK_HOLES,UV_VISOR_ORANGE,False,10000.0,0.6308708884190889,0.05179049189174198,1.1009715767273616,0.2322603423862113,0.5359654818121045,0.8096492133743168,0.4075377435155244,0.4075377435155244
ROBOT_IRONING,TRANSLATOR_ECLIPSE_CHARCOAL,False,10000.0,0.24413039896596508,0.007768104452730568,0.8872057933739429,0.03861703903925506,0.6680841963766248,0.4868588776166588,0.4064542532075398,0.4064542532075398
ROBOT_MOPPING,UV_VISOR_RED,False,10000.0,0.5585145577505225,0.037498324599556675,1.0045837632210204,0.15487191852975213,0.40583521220236796,0.861189663615225,0.4215169651963723,0.40583521220236796
TRANSLATOR_SPACE_GRAY,UV_VISOR_ORANGE,False,10000.0,0.5864732273094908,0.03762005093713903,0.9077577382364291,0.3234324106753549,0.40554212353858343,0.7083732727962475,0.6107656576794267,0.40554212353858343
PANEL_1X2,PANEL_4X4,True,10000.0,0.48197024758102214,0.0271748048033923,0.9043035321271413,0.09754586006778088,0.40334442808310633,0.470824597293656,0.728754708113137,0.40334442808310633
OXYGEN_SHAKE_MORNING_BREATH,ROBOT_LAUNDRY,False,10000.0,0.3667076969353031,0.032845170515784505,1.0195288387604822,0.17360007893992546,0.40259060232043065,0.5653597037078595,0.43664275328877333,0.40259060232043065
MICROCHIP_CIRCLE,ROBOT_VACUUMING,False,10000.0,0.18635396344238891,0.010152251292751258,1.0093180349290083,0.016163961168657925,0.48935283232168325,0.40195284895174843,0.6726354055203798,0.40195284895174843
SLEEP_POD_LAMB_WOOL,TRANSLATOR_ASTRO_BLACK,False,10000.0,0.4153379750403318,0.021092748177950076,1.1433094847784664,0.07148768717193876,0.40059840339065356,0.6884101410109902,0.45280256657536544,0.40059840339065356
ROBOT_DISHES,SLEEP_POD_COTTON,False,10000.0,0.21708902177317063,0.021340881472100497,0.8717158063325142,0.09441437502030847,0.3968529216454475,0.7278279783999664,0.6182397103458634,0.3968529216454475
OXYGEN_SHAKE_EVENING_BREATH,PANEL_2X4,False,10000.0,0.3750573727579933,0.04400186398473583,0.8258236375448758,0.3973957736209599,0.7131962137565722,0.39600731083955076,0.7362406800816721,0.39600731083955076
MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE,True,10000.0,0.2386297183792703,0.02056870589801181,0.9062407294758734,0.026751466773956456,0.5031116887447179,0.6396345071564874,0.3959059230673285,0.3959059230673285
MICROCHIP_RECTANGLE,ROBOT_IRONING,False,7500.0,0.2579935439650498,0.027597558285026625,1.0063842090046573,0.07903642632595931,0.4093165928886525,0.7254139263941808,0.39481644037933183,0.39481644037933183
GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_GRAPHITE_MIST,False,10000.0,0.3353740393894892,0.023719591919739328,1.035745329799195,0.16130858747547105,0.3935877426586115,0.5731856735289822,0.5415860115839488,0.3935877426586115
OXYGEN_SHAKE_GARLIC,TRANSLATOR_ASTRO_BLACK,False,10000.0,0.18930724370465965,0.024252049020011136,1.2767655251800325,0.10244006942093453,0.39283248574102814,0.5107605313076551,0.4877044755903541,0.39283248574102814
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_EVENING_BREATH,False,10000.0,0.38471356948352625,0.040056209045229135,1.2390469533083073,0.13130520518463829,0.5392326148310849,0.39221285089942015,0.4051443321186514,0.39221285089942015
PANEL_2X4,ROBOT_VACUUMING,False,10000.0,0.23029437217670884,0.02073483183541139,1.2361129958801444,0.1070228139076913,0.39207879709993754,0.6474345410471578,0.4847107184076852,0.39207879709993754
ROBOT_MOPPING,TRANSLATOR_SPACE_GRAY,False,10000.0,0.21762918815254534,0.028932923225236426,1.1810582881035656,0.16284614737214675,0.7091695095834596,0.712091661098038,0.39185401376899964,0.39185401376899964
ROBOT_IRONING,UV_VISOR_MAGENTA,False,10000.0,0.3862642412781252,0.013963610484504936,0.7879362287391151,0.09473624912663858,0.7134142994956227,0.7646994958674568,0.3911367105405875,0.3911367105405875
ROBOT_IRONING,UV_VISOR_YELLOW,False,10000.0,0.4867181134939501,0.017407980168176358,0.7968774472787569,0.0445510592038475,0.7685566115840674,0.6438852291990883,0.3906178622885389,0.3906178622885389
PANEL_2X4,ROBOT_MOPPING,False,10000.0,0.3554175968467773,0.0016678685576856417,1.0171132623881411,0.0004989261032687375,0.3902536704427356,0.6756216509416566,0.48817694579535065,0.3902536704427356
ROBOT_IRONING,SLEEP_POD_POLYESTER,False,10000.0,0.34189647580169186,0.005278125096604188,0.7443166536814031,0.00922463607548607,0.5751489606075109,0.5585440009733011,0.389651284879554,0.389651284879554
TRANSLATOR_ASTRO_BLACK,UV_VISOR_AMBER,False,10000.0,0.434244433111334,0.02510763730849445,1.199178792244331,0.09993326703408056,0.5177136873717827,0.759700085452585,0.38916657139897903,0.38916657139897903
ROBOT_DISHES,UV_VISOR_YELLOW,False,10000.0,0.3453978856258437,0.006481569810847729,0.9183659056483929,0.0046295398339001315,0.6586557362955436,0.38844907438899723,0.5929323108868771,0.38844907438899723
TRANSLATOR_ASTRO_BLACK,TRANSLATOR_SPACE_GRAY,True,10000.0,0.33118424261313295,0.0027990798173954047,0.9973416536043004,0.0009112564383895183,0.6944566934707238,0.7105152680875447,0.38797147110425023,0.38797147110425023
PANEL_1X4,ROBOT_VACUUMING,False,10000.0,0.1542512241256149,0.023437983489658722,1.0243798516810005,0.09560746991471092,0.59428989203225,0.6695116726030212,0.3865885507528978,0.3865885507528978
OXYGEN_SHAKE_MINT,ROBOT_MOPPING,False,10000.0,0.42965418143897405,0.01908020306573936,0.8920577092665752,0.03768492884477892,0.3852498858418564,0.8106093118419171,0.8026832179984998,0.3852498858418564
PANEL_1X4,ROBOT_MOPPING,False,10000.0,0.6134004496096205,0.03277459563935052,0.8552995676040606,0.0691930618665918,0.38307764765954144,0.8012249772379352,0.6240179375370694,0.38307764765954144
PANEL_1X4,PANEL_4X4,True,10000.0,0.26061763862538934,0.01548055763382685,0.9541296320912666,0.016490874034663094,0.38242823781086566,0.7213674507105596,0.6530369227274344,0.38242823781086566
OXYGEN_SHAKE_CHOCOLATE,PANEL_2X2,False,10000.0,0.42288966615756973,0.019502949335435747,1.0055680474347726,0.025479591661147327,0.3818129138761681,0.7665473121581499,0.7890824751571757,0.3818129138761681
OXYGEN_SHAKE_MINT,UV_VISOR_MAGENTA,False,7500.0,0.22068962780645576,0.028497882935138347,0.8887296192349814,0.19213700489799868,0.3809689893571242,0.39543681024253563,0.636644898842502,0.3809689893571242
OXYGEN_SHAKE_MINT,PANEL_1X4,False,10000.0,0.4644470171145509,0.02409678847852669,1.05223180320982,0.0891431144739594,0.3789951368233371,0.7503630233276084,0.5566418886722508,0.3789951368233371
MICROCHIP_OVAL,TRANSLATOR_ECLIPSE_CHARCOAL,False,10000.0,0.1891538990315363,0.023553908640835453,0.8344549653525042,0.16242046986051206,0.4091499025930204,0.37760592781086444,0.4002773257379316,0.37760592781086444
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_MINT,False,10000.0,0.3723786379515057,0.039029111207101085,1.1713938704781741,0.09532958434437466,0.4183570863100389,0.5491296633301274,0.37689852865365336,0.37689852865365336
ROBOT_DISHES,UV_VISOR_ORANGE,False,10000.0,0.361834907064846,0.04033919231151417,0.9620939598682562,0.3224770200402072,0.6699492574512425,0.37661650679668,0.6066976323715061,0.37661650679668
OXYGEN_SHAKE_MORNING_BREATH,UV_VISOR_AMBER,False,10000.0,0.4980251804539028,0.03790694193341241,1.2760458556317487,0.15369001639147994,0.3750791254736444,0.6842535987630788,0.43437389696924333,0.3750791254736444
ROBOT_VACUUMING,TRANSLATOR_SPACE_GRAY,False,10000.0,0.27670712752112314,0.011734535010493652,0.9735199480785786,0.020541324965846597,0.8142481625790529,0.6474512616681327,0.37434084574292237,0.37434084574292237
PANEL_1X2,PANEL_2X2,True,10000.0,0.27564532434358874,0.014501537984363263,0.9387351889855436,0.01032765630292598,0.37309712387007654,0.5201377101976414,0.6065701822146358,0.37309712387007654
PANEL_4X4,ROBOT_DISHES,False,10000.0,0.400440638999216,0.015231458616779488,0.9893402985792799,0.040816844606959446,0.37274356030405453,0.5725706686340559,0.611859562786438,0.37274356030405453
ROBOT_LAUNDRY,TRANSLATOR_ASTRO_BLACK,False,10000.0,0.5160495459276357,0.026659602983710787,1.0482912707305254,0.07493364520984602,0.3714742226323404,0.648832805764096,0.47869609185250284,0.3714742226323404
ROBOT_IRONING,TRANSLATOR_ASTRO_BLACK,False,10000.0,0.3877253551436947,0.011850628479346554,0.9276582342255681,0.01788545929378582,0.8062551600947836,0.8029981506398199,0.36919150394931466,0.36919150394931466
PANEL_4X4,UV_VISOR_AMBER,False,10000.0,0.38373131819078937,0.048516804071388114,1.267419351904808,0.18943740283534516,0.4207078354877021,0.36754373983727895,0.5035139764791309,0.36754373983727895
MICROCHIP_RECTANGLE,SLEEP_POD_SUEDE,False,10000.0,0.11989313420115008,0.0022789131265937615,0.775753908805318,0.0005287726209566301,0.5783047414584708,0.6518601785829811,0.36580493785078705,0.36580493785078705
ROBOT_DISHES,SLEEP_POD_NYLON,False,10000.0,0.39952939065480925,0.016857994956077243,1.0409292798646546,0.05266899072070619,0.621907180478368,0.5499309500877877,0.36518783974428626,0.36518783974428626
PANEL_2X2,UV_VISOR_RED,False,10000.0,0.39672694346444587,0.03249565228501214,0.8706225922482059,0.09106456757890513,0.43166626749912107,0.3988755964005585,0.3648574993812016,0.3648574993812016
GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_ECLIPSE_CHARCOAL,False,10000.0,0.4717546860738868,0.022114051120839737,1.0655726215781005,0.052371905574061905,0.8636403092215559,0.7030076373960046,0.36394373985361705,0.36394373985361705
GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_LAMB_WOOL,False,10000.0,0.302506436321796,0.02509207498573322,0.9574425177392303,0.10504399305843615,0.850488545217409,0.36349408644150893,0.6728947854546027,0.36349408644150893
ROBOT_MOPPING,TRANSLATOR_VOID_BLUE,False,10000.0,0.5870957706783183,0.017220225101200186,1.0236403534750502,0.03244331678166912,0.3826048329520513,0.6742883461908542,0.3625455506719967,0.3625455506719967
TRANSLATOR_GRAPHITE_MIST,UV_VISOR_ORANGE,False,10000.0,0.5098946644115523,0.031594298745430884,0.968818163193748,0.18695994250892956,0.36211609303546033,0.6884779818901381,0.8662673708711418,0.36211609303546033
MICROCHIP_RECTANGLE,SLEEP_POD_NYLON,False,10000.0,0.4423156829110668,0.01839308544660317,0.9094451873385875,0.06620227329537154,0.36140743370713446,0.7171587676571507,0.6428345723985321,0.36140743370713446
MICROCHIP_CIRCLE,UV_VISOR_YELLOW,False,10000.0,0.4583284333800079,0.01338162946344196,0.8466144008791406,0.009970341716316389,0.6620667142531784,0.360331975893158,0.7407930305245364,0.360331975893158
TRANSLATOR_VOID_BLUE,UV_VISOR_RED,False,7500.0,0.3170097007306689,0.02938988630545922,0.9834944383608,0.10572226584875755,0.49305404485847126,0.3588137772461526,0.6082552571401083,0.3588137772461526
GALAXY_SOUNDS_PLANETARY_RINGS,ROBOT_DISHES,False,7500.0,0.4810950501262684,0.054522921562842185,1.0769510195075647,0.2238009907714027,0.600182715449873,0.3795917493410832,0.3573500732789828,0.3573500732789828
SLEEP_POD_POLYESTER,TRANSLATOR_SPACE_GRAY,False,10000.0,0.3872473181679974,0.01656149470740127,1.2615359939511652,0.04635226014767013,0.6969917133460168,0.46028066107014864,0.35527154456065846,0.35527154456065846
GALAXY_SOUNDS_DARK_MATTER,ROBOT_DISHES,False,10000.0,0.37253279311370413,0.015882616482560424,1.0239706748959405,0.05625198105099238,0.4270479214303188,0.5852373162233631,0.35396699688689104,0.35396699688689104
ROBOT_DISHES,TRANSLATOR_SPACE_GRAY,False,10000.0,0.4261117861851286,0.00531501072889186,1.0675632174671323,0.0035540959257265303,0.797947330026014,0.6190149689727211,0.35380605886919547,0.35380605886919547
PANEL_1X2,SLEEP_POD_POLYESTER,False,10000.0,0.5031258091540095,0.015077279303972962,0.7599164445782939,0.021234875405151232,0.5122088426115118,0.35371864262133235,0.5949723985165903,0.35371864262133235
MICROCHIP_SQUARE,TRANSLATOR_SPACE_GRAY,False,10000.0,0.23109320863510704,0.04631616002605551,1.4483964833550826,0.18746552984950404,0.6231765625069012,0.3527395728712597,0.4386889103994216,0.3527395728712597
UV_VISOR_RED,UV_VISOR_YELLOW,True,10000.0,0.44087352164346844,0.026487422379929782,1.0152214817756902,0.04090482938812723,0.8690362882348932,0.3512510023573686,0.7136949217317529,0.3512510023573686
MICROCHIP_SQUARE,UV_VISOR_ORANGE,False,10000.0,0.2674462773566819,0.022270157127943814,1.3010323183375991,0.03143764638637869,0.5497127928850838,0.6293314993028197,0.3510228819908804,0.3510228819908804
TRANSLATOR_ASTRO_BLACK,TRANSLATOR_VOID_BLUE,True,10000.0,0.25935080846296216,0.005226608104944343,0.868548933639292,0.0051921587712947526,0.6483120148252641,0.7070247529035543,0.35043335808661613,0.35043335808661613
GALAXY_SOUNDS_DARK_MATTER,TRANSLATOR_VOID_BLUE,False,10000.0,0.25179188529728663,0.013607556421389897,0.9443634655948941,0.05037638778754594,0.5111803563009726,0.3498774901952305,0.6127621994786345,0.3498774901952305
ROBOT_DISHES,TRANSLATOR_ASTRO_BLACK,False,10000.0,0.22857629927216375,0.004148995387801626,1.0720015151878435,0.00413445971151738,0.6016962449488656,0.6663835883719612,0.3489473708468698,0.3489473708468698
OXYGEN_SHAKE_CHOCOLATE,SLEEP_POD_NYLON,False,7500.0,0.29843890243304844,0.018419403449050454,0.9922861412165335,0.10480754165482054,0.4788803754891737,0.3643130926998214,0.34796264532252363,0.34796264532252363
TRANSLATOR_ASTRO_BLACK,UV_VISOR_MAGENTA,False,7500.0,0.27409458094324907,0.023781798767887843,0.8491170844978702,0.11431520943731188,0.3478733027134664,0.37011193099209694,0.42416959102670126,0.3478733027134664
GALAXY_SOUNDS_PLANETARY_RINGS,TRANSLATOR_GRAPHITE_MIST,False,7500.0,0.6122631485984639,0.05346714307597783,1.0698269096410207,0.1831069798020485,0.4971056851128449,0.3467180721990827,0.5986912669930131,0.3467180721990827
MICROCHIP_OVAL,OXYGEN_SHAKE_EVENING_BREATH,False,10000.0,0.3885987285290546,0.049101840207675586,0.8858928044443547,0.17775755905373536,0.6782782044055893,0.45961571941679513,0.34542665146620244,0.34542665146620244
GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_LAMB_WOOL,False,5000.0,0.2850742300203847,0.028498352900265145,0.9759995928180576,0.239359643002642,0.6246766067033107,0.3448994513748642,0.6516663259677129,0.3448994513748642
SLEEP_POD_NYLON,TRANSLATOR_ASTRO_BLACK,False,10000.0,0.4383739450712473,0.011442604578154261,1.030131774332556,0.02723848246413052,0.3447897162728991,0.7301039388365871,0.5487674913376284,0.3447897162728991
OXYGEN_SHAKE_MORNING_BREATH,TRANSLATOR_VOID_BLUE,False,10000.0,0.22535988419859743,0.01191945702738154,0.9251729500001512,0.03803711500401308,0.3434936322221409,0.7116279952064222,0.6022593178779199,0.3434936322221409
MICROCHIP_RECTANGLE,OXYGEN_SHAKE_EVENING_BREATH,False,10000.0,0.27690510948966346,0.022249118826585194,0.9437243649524216,0.05700018466956436,0.34279793987432083,0.49694207794079004,0.45192898594858155,0.34279793987432083
ROBOT_DISHES,SLEEP_POD_LAMB_WOOL,False,10000.0,0.29636352930594495,0.021424386208257103,0.9375323989057317,0.09962431840486785,0.7409268050655748,0.38987810621732444,0.33953831935427836,0.33953831935427836
MICROCHIP_SQUARE,TRANSLATOR_GRAPHITE_MIST,False,10000.0,0.33602829000134116,0.045657249705159775,1.3468354488831873,0.09819942875125565,0.3379839246664381,0.6866800480427053,0.45087375357391424,0.3379839246664381
PANEL_2X2,SLEEP_POD_POLYESTER,False,10000.0,0.5801217156150146,0.027583190172215177,0.8171774107694537,0.1333001298119857,0.33610974396668414,0.5044638038059177,0.5606788209744415,0.33610974396668414
GALAXY_SOUNDS_SOLAR_FLAMES,ROBOT_IRONING,False,7500.0,0.3765876043176182,0.0705446840081595,1.2843177376135175,0.49487987209088313,0.5997508492942796,0.3360745107006855,0.6621502453837215,0.3360745107006855
GALAXY_SOUNDS_DARK_MATTER,PANEL_2X2,False,10000.0,0.5273266351040644,0.025992996966381486,1.072960807036657,0.08887442710028659,0.3334551052197784,0.6298786887705274,0.4450042141967332,0.3334551052197784
ROBOT_LAUNDRY,UV_VISOR_ORANGE,False,10000.0,0.3917796333051352,0.04608352342557015,0.9465195513568974,0.3133628598229242,0.7994789540669429,0.3333494135457369,0.6789997380736466,0.3333494135457369
TRANSLATOR_VOID_BLUE,UV_VISOR_ORANGE,False,10000.0,0.3052921946430284,0.039367975650268394,1.0424185661005343,0.3690717223061487,0.7560776949397656,0.3311198307695662,0.44555162772865753,0.3311198307695662
MICROCHIP_SQUARE,UV_VISOR_YELLOW,False,10000.0,0.4736784901175584,0.048803546617028036,1.2425375922371995,0.23989664773487118,0.33059776021585496,0.6273266437361595,0.756149942537387,0.33059776021585496
SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,True,10000.0,0.43277114383414556,0.018693169229853233,0.9104674322317843,0.047527958269699355,0.8055086839491115,0.329103356915174,0.5713029044564557,0.329103356915174
ROBOT_IRONING,SLEEP_POD_SUEDE,False,10000.0,0.23716575016851646,0.0028782982556376175,0.7719026948822283,0.003103998993893242,0.3277523782090169,0.5689421810225801,0.3897131923596182,0.3277523782090169
GALAXY_SOUNDS_SOLAR_WINDS,PANEL_1X4,False,10000.0,0.3950537762187495,0.03565626333230085,1.123572599532592,0.06698454234386864,0.6823072247843847,0.7751320204604619,0.3268748405406092,0.3268748405406092
MICROCHIP_OVAL,MICROCHIP_SQUARE,True,10000.0,0.20295930547361685,0.02997589874498215,0.6261015897337872,0.20980094982546726,0.32641074146097937,0.6321542704881729,0.615742709688667,0.32641074146097937
GALAXY_SOUNDS_SOLAR_FLAMES,SLEEP_POD_COTTON,False,7500.0,0.34343612420492153,0.04235252887314093,0.9682663372036726,0.25149034410960813,0.41601127382937286,0.32624592907271555,0.3406971764100517,0.32624592907271555
GALAXY_SOUNDS_BLACK_HOLES,UV_VISOR_AMBER,False,10000.0,0.5026501442525644,0.03664942870344429,1.4834990624805418,0.18908416983453236,0.4668445603659298,0.3873237054840306,0.3242533486509295,0.3242533486509295
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,True,10000.0,0.40356768447216135,0.054733190330984734,1.0323759192295614,0.36583753330331126,0.7895180579211921,0.32409079713451194,0.8645091927121037,0.32409079713451194
PANEL_2X2,UV_VISOR_AMBER,False,10000.0,0.47481543855347225,0.024405545224250428,1.2229993824141805,0.04178336810959171,0.4685499591252721,0.8000958046730333,0.32231806753517744,0.32231806753517744
OXYGEN_SHAKE_MORNING_BREATH,PANEL_1X2,False,10000.0,0.44885902432718483,0.027114001707951755,1.126482221235636,0.0380081512477517,0.32206421931990425,0.6376369523140476,0.6285476272800101,0.32206421931990425
OXYGEN_SHAKE_CHOCOLATE,ROBOT_DISHES,False,10000.0,0.27102429314648707,0.022154792656685914,0.9549864124526328,0.12286677689254533,0.32153420080089123,0.6610301843087639,0.8368145187713745,0.32153420080089123
OXYGEN_SHAKE_CHOCOLATE,UV_VISOR_ORANGE,False,10000.0,0.5442967148068849,0.05536341339856406,0.9186718876927719,0.3521304367032594,0.32102104617505933,0.7810851476305775,0.7120124332755097,0.32102104617505933
UV_VISOR_AMBER,UV_VISOR_YELLOW,True,10000.0,0.34607326473914746,0.004583217948593339,0.7255925608991343,0.00237008711273079,0.6983669371466539,0.32074979857148334,0.5435618396003161,0.32074979857148334
MICROCHIP_OVAL,SLEEP_POD_NYLON,False,10000.0,0.17385720280573036,0.017959860579842696,0.8570705313500127,0.02627373351112272,0.3202244093736215,0.6833438047620699,0.5682719148455467,0.3202244093736215
PANEL_4X4,TRANSLATOR_VOID_BLUE,False,10000.0,0.25867722208462385,0.025536579226896304,0.9132887748165638,0.08128938577185763,0.43828437835052514,0.31996867595962886,0.7488604651032027,0.31996867595962886
PANEL_2X4,ROBOT_DISHES,False,10000.0,0.39021565191292873,0.036252746827392206,1.1251951063318382,0.39885718148952887,0.31950772908316805,0.5866111937098607,0.5479850602682216,0.31950772908316805
MICROCHIP_OVAL,UV_VISOR_RED,False,10000.0,0.23887782099771318,0.03114819348540691,0.7470502388204694,0.13341596186449534,0.31699653872648115,0.4397129267257758,0.5412037069036626,0.31699653872648115
GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_POLYESTER,False,7500.0,0.45888352566178425,0.03055246934100827,0.9128901612873107,0.1606040035301145,0.31325519679202507,0.49751730206838984,0.4715870174833461,0.31325519679202507
SLEEP_POD_SUEDE,TRANSLATOR_SPACE_GRAY,False,10000.0,0.3627599127156201,0.012696681930060657,1.2132598185725492,0.03982035236142789,0.6660799354824298,0.31132324530474353,0.39882980898426224,0.31132324530474353
OXYGEN_SHAKE_MINT,ROBOT_LAUNDRY,False,6000.0,0.33407231632773293,0.026301782675063494,1.0034508202044667,0.23204385055063725,0.42969377790085794,0.38959029078657026,0.30965997301426695,0.30965997301426695
